yaw,pitch,roll
-51.95,-1.77,5.51
-51.96,-1.77,5.48
-51.96,-1.78,5.43
-51.98,-1.78,5.4
-51.99,-1.78,5.35
-52.01,-1.79,5.3
-52.0,-1.79,5.25
-52.01,-1.8,5.2
-51.99,-1.82,5.14
-52.19,-1.75,3.31
-52.2,-1.75,3.27
-52.22,-1.75,3.24
-52.22,-1.74,3.22
-52.22,-1.74,3.18
-52.21,-1.74,3.15
-52.21,-1.73,3.13
-52.2,-1.74,3.1
-52.18,-1.74,3.08
-52.19,-1.74,3.05
-52.19,-1.74,3.02
-52.21,-1.75,2.99
-52.22,-1.76,2.97
-52.24,-1.77,2.93
-52.25,-1.77,2.91
-52.26,-1.79,2.89
-52.28,-1.79,2.85
-52.29,-1.8,2.83
-52.3,-1.8,2.8
-52.32,-1.8,2.79
-52.34,-1.8,2.77
-52.37,-1.81,2.76
-52.4,-1.82,2.77
-52.43,-1.85,2.81
-52.43,-1.91,2.88
-52.42,-1.96,2.96
-52.41,-2.0,3.05
-52.37,-2.03,3.17
-52.28,-2.1,3.32
-52.19,-2.28,3.42
-52.13,-2.57,3.38
-52.19,-2.71,3.2
-52.36,-2.71,2.87
-52.63,-2.92,2.33
-52.98,-3.43,1.6
-53.39,-4.12,0.77
-53.85,-4.86,-0.15
-53.72,-23.46,-17.99
-54.5,-23.89,-16.47
-55.34,-24.25,-14.8
-56.24,-24.49,-13.04
-57.18,-24.63,-11.26
-58.18,-24.68,-9.51
-59.24,-24.63,-7.81
-60.37,-24.46,-6.2
-61.59,-24.18,-4.67
-62.91,-23.73,-3.3
-64.31,-23.16,-2.13
-65.8,-22.44,-1.12
-67.4,-21.57,-0.21
-69.14,-20.59,0.62
-70.98,-19.58,1.43
-72.88,-18.61,2.25
-74.82,-17.71,3.15
-76.79,-16.84,4.21
-78.75,-15.95,5.36
-80.69,-14.99,6.57
-82.58,-13.93,7.7
-84.42,-12.81,8.59
-86.21,-11.72,9.17
-87.94,-10.74,9.4
-89.63,-9.92,9.28
-91.25,-9.28,8.79
-92.82,-8.75,7.93
-94.24,-8.29,6.71
-95.53,-7.92,5.18
-96.7,-7.63,3.42
-97.74,-7.44,1.49
-98.64,-7.35,-0.54
-83.04,-5.8,-26.05
-82.06,-5.16,-24.51
-81.02,-4.45,-22.9
-79.91,-3.68,-21.18
-78.69,-2.85,-19.35
-77.36,-1.98,-17.39
-75.89,-1.08,-15.3
-74.27,-0.18,-13.06
-72.48,0.71,-10.66
-70.46,1.6,-8.05
-68.15,2.37,-5.21
-65.54,2.85,-2.06
-62.71,2.89,1.38
-59.79,2.41,5.02
-57.03,1.51,8.66
-54.65,0.45,11.98
-52.8,-0.53,14.67
-51.61,-1.22,16.5
-51.04,-1.57,17.42
-51.01,-1.64,17.53
-51.34,-1.54,16.98
-51.9,-1.37,16.07
