yaw,pitch,roll
-54.19,-5.03,-14.65
-55.4,-5.61,-15.07
-56.68,-6.18,-15.36
-58.01,-6.71,-15.52
-59.38,-7.17,-15.57
-60.74,-7.6,-15.54
-62.09,-7.96,-15.44
-63.38,-8.27,-15.29
-64.64,-8.49,-15.08
-65.85,-8.61,-14.82
-67.04,-8.59,-14.51
-68.18,-8.45,-14.18
-69.26,-8.25,-13.82
-70.26,-8.05,-13.45
-71.12,-7.86,-13.03
-71.86,-7.69,-12.58
-72.47,-7.5,-12.09
-72.93,-7.28,-11.57
-73.26,-7.06,-11.03
-70.99,-3.33,-7.94
-70.94,-3.32,-7.99
-70.9,-3.31,-8.04
-70.86,-3.29,-8.1
-70.83,-3.28,-8.17
-70.8,-3.26,-8.27
-70.78,-3.24,-8.38
-70.76,-3.22,-8.51
-70.73,-3.21,-8.65
-70.72,-3.18,-8.78
-70.71,-3.17,-8.93
-70.7,-3.14,-9.06
-70.68,-3.13,-9.19
-70.66,-3.11,-9.29
-70.64,-3.1,-9.37
-70.62,-3.1,-9.43
-70.59,-3.09,-9.48
-70.57,-3.08,-9.52
-70.55,-3.07,-9.54
-70.54,-3.04,-9.57
-70.55,-3.01,-9.59
-70.56,-2.98,-9.61
-70.57,-2.97,-9.62
-70.58,-2.95,-9.59
-70.59,-2.94,-9.56
-70.59,-2.93,-9.53
-70.59,-2.92,-9.51
-70.58,-2.91,-9.5
-70.57,-2.89,-9.48
-70.57,-2.87,-9.49
-70.58,-2.84,-9.5
-70.58,-2.81,-9.52
-70.6,-2.8,-9.53
-69.07,-2.43,-10.8
-68.8,-2.39,-11.12
-68.54,-2.35,-11.55
-68.31,-2.31,-12.07
-68.09,-2.26,-12.67
-67.92,-2.21,-13.34
-67.78,-2.16,-14.05
-67.69,-2.11,-14.81
-67.63,-2.04,-15.59
-67.61,-1.94,-16.38
-67.61,-1.82,-17.17
-67.62,-1.7,-17.95
-67.63,-1.62,-18.68
-67.61,-1.61,-19.35
-67.55,-1.67,-19.95
-67.47,-1.79,-20.5
-67.35,-1.95,-20.97
-67.21,-2.13,-21.4
-67.07,-2.27,-21.8
-66.92,-2.4,-22.18
-66.79,-2.5,-22.54
-66.68,-2.57,-22.91
-66.59,-2.62,-23.28
-66.49,-2.66,-23.65
-66.38,-2.68,-24.01
-66.24,-2.69,-24.37
-66.08,-2.68,-24.72
-65.89,-2.65,-25.06
-65.69,-2.6,-25.38
-65.49,-2.56,-25.68
-64.24,-3.23,-26.03
-64.26,-3.38,-25.92
-64.25,-3.52,-25.84
-64.22,-3.63,-25.82
-64.14,-3.73,-25.86
-64.03,-3.81,-25.96
-63.9,-3.88,-26.12
-63.76,-3.92,-26.33
-63.61,-3.94,-26.57
-63.44,-3.96,-26.86
-63.26,-3.99,-27.18
-63.06,-4.02,-27.54
-62.85,-4.07,-27.92
-62.63,-4.13,-28.34
-62.39,-4.21,-28.77
-62.14,-4.3,-29.21
-61.9,-4.39,-29.67
-61.66,-4.48,-30.14
