yaw,pitch,roll
-47.7,-2.93,0.65
-47.7,-2.9,0.59
-47.7,-2.87,0.52
-47.71,-2.84,0.45
-47.71,-2.82,0.4
-47.71,-2.8,0.33
-47.7,-2.78,0.28
-47.7,-2.76,0.23
-47.69,-2.75,0.2
-47.68,-2.73,0.16
-47.69,-2.71,0.12
-47.68,-2.68,0.08
-47.7,-2.66,0.03
-47.71,-2.65,-0.02
-47.72,-2.63,-0.08
-47.73,-2.62,-0.13
-47.72,-2.6,-0.19
-47.72,-2.58,-0.24
-47.72,-2.57,-0.29
-47.72,-2.55,-0.35
-47.71,-2.52,-0.4
-47.7,-2.48,-0.44
-47.69,-2.46,-0.47
-47.68,-2.43,-0.51
-47.69,-2.4,-0.55
-47.69,-1.99,-1.64
-47.71,-1.97,-1.65
-47.73,-1.95,-1.67
-47.77,-1.94,-1.69
-47.79,-1.94,-1.72
-47.81,-1.94,-1.74
-47.83,-1.94,-1.77
-47.85,-1.94,-1.77
-47.87,-1.94,-1.77
-47.89,-1.94,-1.76
-47.92,-1.94,-1.76
-47.95,-1.93,-1.77
-48.0,-1.93,-1.77
-48.05,-1.93,-1.77
-48.09,-1.94,-1.79
-48.12,-1.95,-1.79
-48.15,-1.98,-1.77
-48.19,-2.01,-1.76
-48.22,-2.06,-1.78
-48.27,-2.14,-1.85
-48.33,-2.22,-1.96
-48.4,-2.28,-2.13
-48.45,-2.31,-2.35
-48.51,-2.29,-2.59
-48.6,-2.35,-2.72
-48.7,-2.55,-2.78
-48.77,-2.87,-2.86
-48.8,-3.49,-3.08
-48.81,-4.34,-3.47
-48.83,-5.25,-4.07
-48.84,-6.07,-4.89
-48.84,-6.81,-5.91
-48.82,-7.49,-7.08
-55.66,-22.93,-7.87
-57.05,-22.67,-6.47
-58.31,-22.31,-5.38
-59.51,-21.84,-4.55
-60.71,-21.21,-3.92
-61.98,-20.42,-3.46
-63.34,-19.5,-3.13
-64.83,-18.48,-2.86
-66.46,-17.39,-2.57
-68.25,-16.28,-2.21
-70.2,-15.2,-1.72
-72.25,-14.19,-1.09
-74.38,-13.27,-0.31
-76.5,-12.38,0.59
-78.58,-11.51,1.59
-80.59,-10.65,2.66
-82.63,-9.69,3.76
-84.77,-8.61,4.79
-87.06,-7.47,5.62
-89.48,-6.41,6.14
-92.0,-5.61,6.3
-94.53,-5.11,6.09
-96.98,-4.92,5.51
-99.28,-4.94,4.6
-101.33,-5.09,3.44
-103.11,-5.36,2.07
-104.58,-5.71,0.59
-105.75,-6.15,-0.97
-106.63,-6.72,-2.54
-107.22,-7.4,-4.1
-107.56,-8.18,-5.63
-107.66,-8.99,-7.15
-66.17,-13.64,-20.61
-65.21,-13.59,-19.03
-64.38,-13.58,-17.15
-63.66,-13.57,-14.99
-63.0,-13.53,-12.56
-62.38,-13.45,-9.9
-61.73,-13.37,-7.06
-61.06,-13.32,-4.06
-60.37,-13.28,-0.99
-59.65,-13.23,1.99
