yaw,pitch,roll
-83.28,-9.12,9.6
-86.19,-8.53,9.87
-89.1,-7.88,9.97
-92.01,-7.27,9.89
-94.91,-6.78,9.68
-97.76,-6.46,9.37
-100.52,-6.27,8.96
-103.12,-6.11,8.43
-105.52,-5.91,7.75
-107.69,-5.71,6.95
-109.63,-5.58,6.05
-111.35,-5.6,5.07
-112.9,-5.79,4.05
-114.3,-6.08,2.96
-115.6,-6.42,1.78
-116.8,-6.79,0.49
-117.9,-7.15,-0.9
-118.93,-7.49,-2.44
-119.89,-7.78,-4.1
-120.76,-8.05,-5.87
-121.5,-8.31,-7.71
-122.13,-8.54,-9.61
-122.61,-8.72,-11.54
-122.96,-8.84,-13.46
-123.2,-8.94,-15.33
-123.33,-9.0,-17.09
-123.4,-9.01,-18.74
-123.42,-8.98,-20.26
-69.36,12.49,5.12
-66.81,11.9,7.32
-64.28,11.16,9.26
-61.82,10.32,10.82
-59.45,9.35,11.98
-57.15,8.3,12.77
-54.92,7.22,13.25
-52.81,6.14,13.49
-50.85,5.05,13.54
-49.12,3.91,13.5
-47.6,2.79,13.24
-46.28,1.66,12.76
-45.24,0.51,12.19
-44.5,-0.54,11.48
-43.97,-1.55,10.64
-43.6,-2.57,9.76
-43.33,-3.6,8.8
-43.12,-4.65,7.78
-42.98,-5.72,6.69
-42.87,-6.72,5.51
-42.81,-7.61,4.31
-42.84,-8.42,3.13
-42.94,-9.17,2.03
-43.11,-9.89,0.97
-43.29,-10.6,-0.08
-43.44,-11.3,-1.12
-43.58,-11.98,-2.15
-43.7,-12.59,-3.18
-43.81,-13.07,-4.17
-43.93,-13.43,-5.09
-44.01,-13.64,-5.89
-44.1,-13.75,-6.56
-44.2,-13.76,-7.07
-44.35,-13.71,-7.44
-44.56,-13.67,-7.71
-53.7,-15.36,1.35
-53.77,-15.2,1.31
-53.83,-15.02,1.26
-53.87,-14.84,1.2
-53.9,-14.66,1.13
-53.91,-14.51,1.03
-53.93,-14.38,0.92
-53.95,-14.27,0.8
-53.98,-14.17,0.68
-54.01,-14.06,0.56
-54.04,-13.94,0.44
-54.07,-13.81,0.32
-54.09,-13.69,0.21
-54.11,-13.57,0.08
-54.14,-13.46,-0.06
-54.18,-13.35,-0.21
-54.23,-13.25,-0.35
-54.28,-13.16,-0.48
-54.32,-13.07,-0.6
-54.35,-13.0,-0.69
-54.37,-12.93,-0.77
-54.39,-12.87,-0.82
-54.39,-12.8,-0.87
-54.38,-12.73,-0.9
-54.36,-12.65,-0.94
-54.34,-12.56,-0.98
-54.33,-12.48,-1.02
-54.34,-12.39,-1.07
-54.33,-12.3,-1.12
-54.34,-12.2,-1.18
-54.33,-12.1,-1.23
-53.78,-9.06,-2.63
-53.76,-8.99,-2.69
-53.74,-8.92,-2.74
-53.71,-8.87,-2.77
-53.69,-8.81,-2.81
-53.68,-8.75,-2.84
