yaw,pitch,roll
-45.95,-3.18,1.6
-45.93,-3.14,1.53
-45.92,-3.11,1.46
-45.9,-3.07,1.39
-45.89,-3.03,1.33
-45.88,-3.0,1.26
-45.88,-2.97,1.2
-45.88,-2.95,1.13
-45.88,-2.92,1.07
-45.87,-2.89,1.0
-45.87,-2.87,0.95
-45.87,-2.85,0.89
-45.87,-2.84,0.84
-45.88,-2.81,0.78
-45.88,-2.8,0.74
-45.98,-2.21,-1.15
-45.99,-2.18,-1.21
-45.99,-2.17,-1.25
-46.0,-2.15,-1.3
-45.99,-2.13,-1.35
-45.98,-2.12,-1.39
-45.96,-2.09,-1.42
-45.94,-2.08,-1.46
-45.92,-2.07,-1.49
-45.9,-2.05,-1.52
-45.89,-2.04,-1.55
-45.88,-2.02,-1.57
-45.88,-2.0,-1.59
-45.89,-1.99,-1.63
-45.9,-1.98,-1.65
-45.9,-1.98,-1.68
-45.9,-1.98,-1.72
-45.9,-1.98,-1.76
-45.88,-1.97,-1.8
-45.87,-1.95,-1.83
-45.85,-1.94,-1.87
-45.84,-1.92,-1.91
-45.82,-1.9,-1.94
-45.81,-1.88,-1.98
-45.8,-1.87,-2.01
-45.8,-1.87,-2.04
-45.79,-1.86,-2.08
-45.81,-1.87,-2.11
-45.81,-1.87,-2.15
-45.82,-1.87,-2.18
-45.83,-1.87,-2.22
-45.83,-1.87,-2.24
-45.84,-1.86,-2.27
-45.76,-1.65,-3.16
-45.76,-1.65,-3.18
-45.78,-1.66,-3.19
-45.78,-1.67,-3.2
-45.8,-1.69,-3.21
-45.81,-1.71,-3.22
-45.83,-1.73,-3.23
-45.85,-1.76,-3.24
-45.86,-1.79,-3.23
-45.88,-1.81,-3.22
-45.9,-1.84,-3.21
-45.94,-1.87,-3.2
-45.97,-1.91,-3.18
-46.02,-1.95,-3.17
-46.07,-2.01,-3.17
-46.12,-2.08,-3.17
-46.15,-2.17,-3.16
-46.17,-2.25,-3.14
-46.18,-2.34,-3.12
-46.2,-2.44,-3.09
-46.22,-2.58,-3.06
-46.23,-2.78,-3.07
-46.23,-3.13,-3.16
-46.26,-3.48,-3.37
-46.35,-3.72,-3.6
-46.51,-3.9,-3.82
-46.68,-4.1,-4.12
-46.86,-4.45,-4.55
-47.06,-5.02,-5.08
-47.3,-5.67,-5.66
-47.53,-6.31,-6.31
-47.73,-6.91,-7.0
-47.89,-7.5,-7.74
-61.27,-21.09,-3.16
-63.13,-20.8,-1.92
-65.07,-20.31,-0.79
-67.07,-19.41,0.15
-69.24,-18.26,0.94
-71.52,-16.99,1.71
-73.89,-15.62,2.59
-76.29,-14.19,3.52
-78.7,-12.82,4.46
-81.08,-11.54,5.4
-83.41,-10.41,6.26
-85.69,-9.43,6.94
-87.87,-8.57,7.3
-89.85,-7.79,7.2
-91.55,-7.09,6.6
-92.94,-6.5,5.54
-93.99,-6.04,4.15
-94.81,-5.68,2.55
-95.42,-5.4,0.85
