yaw,pitch,roll
-59.98,-8.77,-7.19
-60.1,-9.53,-7.83
-60.14,-10.26,-8.46
-60.11,-10.93,-9.07
-90.88,-11.9,9.92
-92.69,-10.84,10.0
-94.53,-9.76,9.95
-96.38,-8.75,9.78
-98.19,-7.87,9.49
-99.94,-7.16,9.05
-101.55,-6.61,8.42
-103.0,-6.19,7.57
-104.24,-5.87,6.51
-105.28,-5.65,5.25
-106.15,-5.52,3.79
-106.87,-5.45,2.14
-107.54,-5.37,0.33
-108.17,-5.25,-1.62
-108.81,-5.16,-3.67
-109.43,-5.13,-5.79
-110.02,-5.2,-7.94
-110.54,-5.35,-10.11
-110.94,-5.55,-12.26
-111.22,-5.78,-14.38
-111.39,-5.99,-16.46
-111.49,-6.15,-18.51
-111.51,-6.26,-20.53
-111.49,-6.3,-22.5
-111.38,-6.3,-24.38
-111.22,-6.27,-26.15
-110.96,-6.21,-27.78
-110.6,-6.09,-29.24
-110.09,-5.89,-30.5
-109.39,-5.61,-31.53
-67.94,-12.5,10.69
-68.88,-12.23,10.19
-69.54,-11.84,9.44
-69.94,-11.42,8.54
-70.12,-10.97,7.64
-70.14,-10.45,6.84
-70.1,-9.66,6.71
-70.08,-8.87,7.73
-69.72,-8.81,7.98
-69.21,-9.18,7.18
-68.94,-9.12,6.06
-68.92,-8.64,4.72
-68.96,-8.1,3.28
-69.0,-7.72,1.96
-69.03,-7.53,0.97
-69.07,-7.41,0.36
-69.05,-7.28,0.08
-68.92,-7.08,0.07
-68.67,-6.78,0.29
-68.34,-6.43,0.67
-67.98,-6.06,1.14
-67.62,-5.7,1.63
-67.3,-5.36,2.05
-67.01,-5.02,2.37
-66.76,-4.67,2.56
-66.54,-4.35,2.61
-66.37,-4.05,2.52
-66.23,-3.79,2.29
-66.11,-3.55,1.93
-66.01,-3.33,1.5
-65.95,-3.13,1.04
-65.92,-2.94,0.6
-65.91,-2.77,0.22
-65.91,-2.59,-0.09
-65.92,-2.42,-0.31
-65.92,-2.28,-0.46
-65.99,-1.45,0.15
-66.01,-1.36,0.06
-66.03,-1.27,-0.03
-66.05,-1.18,-0.13
-66.07,-1.07,-0.23
-66.09,-0.97,-0.34
-66.1,-0.88,-0.44
-66.12,-0.79,-0.55
-66.13,-0.72,-0.66
-66.14,-0.66,-0.77
-66.13,-0.62,-0.87
-66.12,-0.59,-0.96
-66.12,-0.56,-1.03
-66.12,-0.55,-1.1
-66.13,-0.53,-1.13
-66.14,-0.52,-1.16
-66.18,-0.51,-1.2
-66.21,-0.48,-1.23
-66.24,-0.47,-1.26
-66.27,-0.48,-1.29
-66.28,-0.47,-1.32
-66.28,-0.46,-1.36
-66.28,-0.45,-1.4
-66.28,-0.43,-1.45
-66.28,-0.42,-1.49
-66.27,-0.41,-1.55
-66.26,-0.39,-1.61
-66.26,-0.38,-1.68
-66.24,-0.36,-1.74
-66.23,-0.35,-1.8
