yaw,pitch,roll
-95.92,-5.15,-0.88
-96.35,-4.99,-2.57
-96.76,-4.94,-4.2
-97.15,-5.06,-5.74
-97.46,-5.33,-7.21
-97.72,-5.64,-8.65
-97.91,-5.98,-10.08
-98.06,-6.36,-11.53
-98.16,-6.79,-13.03
-98.23,-7.28,-14.6
-98.26,-7.77,-16.26
-98.26,-8.24,-18.01
-98.23,-8.67,-19.84
-98.15,-9.09,-21.71
-56.54,-0.36,0.83
-54.69,-0.62,3.86
-53.06,-0.84,6.32
-51.75,-1.03,8.08
-50.84,-1.18,9.13
-50.35,-1.3,9.52
-50.2,-1.38,9.36
-50.26,-1.42,8.83
-50.49,-1.43,8.06
-50.68,-1.47,7.12
-50.74,-1.54,6.03
-50.74,-1.58,4.89
-50.74,-1.2,4.06
-50.84,0.01,4.3
-50.71,0.74,4.36
-50.3,-0.06,3.17
-50.09,-1.41,1.8
-50.28,-2.29,0.25
-50.67,-2.46,-1.53
-51.07,-2.09,-3.3
-51.42,-1.48,-4.83
-51.73,-0.95,-5.83
-52.01,-0.66,-6.11
-52.23,-0.59,-5.74
-52.31,-0.58,-4.95
-52.26,-0.47,-3.91
-52.07,-0.25,-2.75
-51.79,0.01,-1.5
-51.44,0.17,-0.27
-51.07,0.2,0.87
-50.7,0.11,1.84
-50.37,-0.04,2.56
-50.12,-0.17,3.0
-49.95,-0.25,3.18
-49.88,-0.27,3.13
-49.89,-0.25,2.93
-50.49,1.06,-1.81
-50.47,1.02,-1.84
-50.46,0.99,-1.9
-50.46,0.96,-1.96
-50.47,0.94,-2.03
-50.47,0.91,-2.12
-50.48,0.9,-2.21
-50.5,0.89,-2.3
-50.52,0.89,-2.39
-50.53,0.88,-2.47
-50.55,0.88,-2.55
-50.56,0.88,-2.62
-50.55,0.87,-2.69
-50.54,0.88,-2.74
-50.51,0.87,-2.79
-50.49,0.87,-2.82
-50.47,0.87,-2.85
-50.47,0.86,-2.88
-50.47,0.85,-2.91
-50.45,0.82,-2.94
-50.45,0.81,-2.98
-50.45,0.79,-3.02
-50.44,0.77,-3.05
-50.43,0.75,-3.08
-50.42,0.74,-3.12
-50.4,0.73,-3.16
-50.38,0.72,-3.19
-50.35,0.72,-3.23
-50.34,0.71,-3.28
-50.34,0.71,-3.33
-50.35,0.71,-3.39
-50.36,0.71,-3.46
-50.38,0.7,-3.53
-50.39,0.69,-3.6
-50.4,0.68,-3.68
-50.4,0.66,-3.75
-50.39,0.64,-3.81
-50.33,0.57,-5.09
-50.32,0.56,-5.11
-50.31,0.56,-5.13
-50.3,0.56,-5.14
-50.3,0.54,-5.15
-50.31,0.54,-5.17
-50.3,0.52,-5.2
-50.31,0.5,-5.23
-50.32,0.49,-5.27
-50.32,0.48,-5.3
-50.32,0.48,-5.33
-50.32,0.47,-5.36
-50.31,0.46,-5.39
