yaw,pitch,roll
-115.01,-9.14,6.88
-114.9,-9.67,4.65
-114.68,-10.17,2.35
-84.0,-8.96,-15.32
-82.45,-7.98,-12.94
-80.71,-7.02,-10.33
-78.81,-6.09,-7.42
-76.74,-5.2,-4.19
-74.47,-4.36,-0.66
-71.96,-3.66,3.12
-69.2,-3.24,7.09
-66.27,-3.17,11.15
-63.33,-3.5,15.15
-60.56,-4.12,18.84
-58.16,-4.89,21.91
-56.24,-5.6,24.11
-54.81,-6.07,25.38
-53.8,-6.22,25.81
-53.23,-6.13,25.57
-53.12,-5.87,24.84
-53.31,-5.56,23.68
-53.7,-5.24,22.24
-54.18,-4.93,20.71
-54.6,-4.33,19.46
-54.91,-3.4,18.76
-55.11,-2.69,17.9
-55.25,-2.54,16.6
-55.51,-2.79,15.14
-55.91,-3.22,13.61
-56.41,-3.73,12.06
-56.81,-3.86,10.57
-47.46,-4.38,17.03
-47.84,-4.41,15.91
-48.31,-4.34,14.69
-50.92,-3.7,10.37
-50.95,-3.73,10.33
-50.96,-3.75,10.29
-50.97,-3.76,10.24
-50.97,-3.73,10.18
-50.99,-3.68,10.1
-51.02,-3.62,10.01
-51.05,-3.55,9.9
-51.05,-3.5,9.77
-51.04,-3.44,9.64
-51.01,-3.39,9.48
-50.99,-3.35,9.33
-50.97,-3.32,9.18
-50.96,-3.28,9.04
-50.95,-3.24,8.92
-50.93,-3.21,8.82
-50.92,-3.19,8.75
-50.9,-3.19,8.71
-50.89,-3.21,8.67
-50.9,-3.23,8.65
-50.9,-3.25,8.63
-50.91,-3.3,8.6
-50.92,-3.35,8.57
-50.92,-3.4,8.54
-50.92,-3.45,8.51
-50.93,-3.49,8.49
-50.96,-3.52,8.46
-50.99,-3.53,8.43
-51.02,-3.54,8.39
-51.06,-3.53,8.34
-51.08,-3.52,8.29
-51.09,-3.5,8.22
-51.09,-3.49,8.15
-51.09,-3.47,8.07
-51.07,-3.44,7.99
-51.05,-3.41,7.92
-51.21,-2.7,5.94
-51.22,-2.71,5.9
-51.23,-2.71,5.86
-51.25,-2.71,5.83
-51.25,-2.71,5.82
-51.27,-2.7,5.79
-51.3,-2.69,5.78
-51.32,-2.69,5.75
-51.36,-2.69,5.72
-51.4,-2.69,5.69
-51.45,-2.7,5.66
-51.5,-2.71,5.65
-51.56,-2.72,5.67
-51.62,-2.72,5.69
-51.67,-2.69,5.71
-51.69,-2.65,5.73
-51.73,-2.58,5.74
-51.76,-2.54,5.7
-51.79,-2.59,5.55
-51.83,-2.59,5.17
-51.93,-2.34,4.65
-52.21,-2.25,4.14
-52.65,-2.69,3.56
-53.22,-3.51,2.92
-53.86,-4.44,2.22
-54.52,-5.29,1.44
-55.16,-6.03,0.57
-55.74,-6.7,-0.37
-56.29,-7.42,-1.36
-56.77,-8.18,-2.38
