yaw,pitch,roll
-48.53,-0.26,-4.73
-48.52,-0.27,-4.74
-48.52,-0.27,-4.74
-48.52,-0.26,-4.75
-48.52,-0.26,-4.75
-48.52,-0.26,-4.76
-48.52,-0.26,-4.76
-48.53,-0.27,-4.78
-48.53,-0.27,-4.79
-48.54,-0.28,-4.79
-48.55,-0.28,-4.8
-48.55,-0.28,-4.8
-48.56,-0.28,-4.8
-48.56,-0.28,-4.8
-48.63,-0.06,-4.81
-48.63,-0.03,-4.8
-48.63,-0.0,-4.79
-48.62,0.03,-4.78
-48.62,0.07,-4.76
-48.61,0.12,-4.71
-48.59,0.15,-4.64
-48.55,0.18,-4.54
-48.48,0.22,-4.41
-48.38,0.26,-4.24
-48.22,0.28,-4.02
-48.0,0.26,-3.69
-47.7,0.24,-3.25
-47.38,0.25,-2.72
-47.04,0.26,-2.14
-46.7,0.23,-1.56
-46.38,0.19,-1.02
-46.05,0.14,-0.6
-45.69,0.13,-0.3
-45.3,0.18,-0.1
-44.82,0.52,-0.03
-44.28,1.17,-0.0
-43.69,1.68,0.04
-43.03,1.83,0.13
-42.3,1.71,0.28
-42.28,-2.71,3.13
-42.39,-2.08,2.77
-42.46,-1.49,2.43
-42.48,-0.98,2.15
-42.46,-0.56,1.95
-42.4,-0.1,1.85
-42.37,1.2,2.19
-42.53,3.2,3.53
-42.73,4.33,4.66
-42.67,4.03,4.62
-42.49,2.83,4.08
-42.48,1.56,3.29
-42.69,0.71,2.15
-43.04,0.44,0.72
-43.45,0.63,-0.79
-43.86,1.03,-2.18
-44.24,1.4,-3.25
-44.56,1.61,-3.91
-44.77,1.63,-4.18
-44.86,1.57,-4.13
-44.86,1.52,-3.9
-44.78,1.54,-3.57
-44.65,1.59,-3.22
-44.47,1.62,-2.86
-44.25,1.6,-2.53
-44.0,1.52,-2.24
-43.73,1.37,-1.98
-43.46,1.21,-1.77
-43.23,1.04,-1.58
-43.03,0.88,-1.4
-42.89,0.75,-1.23
-42.79,-0.11,-2.09
-42.79,-0.15,-2.12
-42.78,-0.18,-2.16
-42.78,-0.22,-2.2
-42.78,-0.24,-2.25
-42.77,-0.26,-2.29
-42.75,-0.27,-2.34
-42.73,-0.28,-2.39
-42.72,-0.29,-2.44
-42.71,-0.29,-2.49
-42.69,-0.28,-2.53
-42.68,-0.27,-2.58
-42.67,-0.26,-2.64
-42.68,-0.26,-2.7
-42.68,-0.26,-2.77
-42.7,-0.26,-2.83
-42.72,-0.26,-2.89
-42.74,-0.27,-2.95
-42.74,-0.29,-3.0
-42.75,-0.31,-3.03
-42.75,-0.32,-3.07
-42.74,-0.34,-3.08
-42.73,-0.35,-3.09
-42.72,-0.38,-3.1
-42.71,-0.39,-3.1
-42.69,-0.4,-3.11
-42.67,-0.42,-3.12
-42.65,-0.43,-3.14
-42.64,-0.44,-3.17
-42.63,-0.45,-3.2
