yaw,pitch,roll
-48.95,1.56,-4.43
-48.85,1.73,-4.12
-48.75,1.89,-3.97
-48.65,2.03,-3.98
-48.55,2.14,-4.15
-48.46,2.24,-4.42
-48.4,2.31,-4.76
-48.35,2.39,-5.14
-48.31,2.46,-5.49
-48.27,2.54,-5.81
-48.2,2.62,-6.06
-48.12,2.7,-6.22
-47.64,2.59,-6.39
-47.65,2.55,-6.41
-47.66,2.51,-6.42
-47.67,2.47,-6.44
-47.69,2.45,-6.45
-47.71,2.43,-6.46
-47.72,2.41,-6.48
-47.73,2.4,-6.49
-47.73,2.4,-6.52
-47.73,2.4,-6.55
-47.73,2.41,-6.58
-47.73,2.4,-6.61
-47.73,2.39,-6.63
-47.72,2.39,-6.64
-47.74,2.37,-6.65
-47.74,2.36,-6.65
-47.75,2.35,-6.65
-47.76,2.33,-6.65
-47.76,2.31,-6.64
-47.76,2.29,-6.64
-47.76,2.28,-6.64
-47.76,2.26,-6.64
-47.76,2.23,-6.63
-47.76,2.2,-6.63
-47.76,2.16,-6.63
-47.76,2.15,-6.64
-47.76,2.13,-6.64
-47.75,2.12,-6.64
-47.73,2.13,-6.63
-47.68,2.14,-6.61
-47.62,2.17,-6.58
-47.56,2.22,-6.53
-47.44,2.28,-6.45
-47.27,2.33,-6.34
-47.02,2.35,-6.16
-46.68,2.37,-5.9
-46.22,2.36,-5.54
-85.39,1.38,-1.44
-87.69,0.94,-1.4
-89.34,0.34,-1.26
-90.47,-0.24,-0.98
-91.18,-0.68,-0.5
-91.64,-0.85,0.16
-91.95,-0.76,0.92
-92.23,-0.49,1.67
-92.54,-0.16,2.28
-92.9,0.13,2.7
-93.32,0.35,2.93
-93.71,0.49,2.97
-94.03,0.57,2.86
-94.23,0.63,2.63
-94.32,0.7,2.33
-94.33,0.81,2.01
-94.28,0.95,1.72
-94.17,1.07,1.49
-94.03,1.18,1.33
-93.89,1.25,1.25
-93.73,1.29,1.23
-93.55,1.29,1.26
-93.35,1.28,1.34
-93.14,1.25,1.45
-92.96,1.24,1.54
-92.83,1.23,1.6
-92.76,1.24,1.59
-92.75,1.25,1.57
-92.76,1.29,1.53
-92.77,1.34,1.49
-92.74,1.41,1.47
-92.67,1.46,1.44
-92.56,1.51,1.41
-92.41,1.51,1.4
-92.25,1.48,1.41
-92.08,1.43,1.42
-91.93,1.33,1.45
-91.79,1.23,1.48
-91.66,1.12,1.51
-91.57,1.01,1.52
-89.49,-0.66,0.75
-89.45,-0.66,0.67
-89.41,-0.68,0.6
-89.37,-0.69,0.54
-89.33,-0.71,0.46
-89.29,-0.71,0.38
-89.27,-0.71,0.3
-89.25,-0.72,0.23
-89.25,-0.71,0.15
-89.26,-0.72,0.08
-89.28,-0.72,0.01
