yaw,pitch,roll
-42.62,-0.46,-3.24
-42.61,-0.47,-3.26
-42.61,-0.47,-3.29
-42.39,-0.43,-4.28
-42.38,-0.43,-4.31
-42.37,-0.43,-4.33
-42.37,-0.42,-4.36
-42.37,-0.4,-4.38
-42.36,-0.39,-4.4
-42.36,-0.39,-4.44
-42.36,-0.37,-4.46
-42.35,-0.37,-4.49
-42.34,-0.36,-4.52
-42.33,-0.37,-4.54
-42.32,-0.37,-4.56
-42.31,-0.37,-4.58
-42.3,-0.37,-4.6
-42.3,-0.36,-4.62
-42.31,-0.35,-4.64
-42.31,-0.35,-4.67
-42.32,-0.35,-4.7
-42.32,-0.35,-4.73
-42.33,-0.35,-4.76
-42.33,-0.35,-4.79
-42.32,-0.36,-4.82
-42.32,-0.36,-4.85
-42.31,-0.36,-4.88
-42.3,-0.36,-4.9
-42.29,-0.35,-4.93
-42.28,-0.35,-4.95
-42.28,-0.35,-4.97
-42.27,-0.36,-5.0
-42.27,-0.35,-5.03
-42.26,-0.35,-5.07
-42.26,-0.36,-5.1
-42.26,-0.36,-5.12
-42.18,-0.39,-5.8
-42.18,-0.39,-5.81
-42.16,-0.38,-5.82
-42.16,-0.38,-5.84
-42.15,-0.38,-5.85
-42.15,-0.37,-5.87
-42.14,-0.37,-5.89
-42.14,-0.37,-5.92
-42.14,-0.38,-5.95
-42.13,-0.38,-5.97
-42.13,-0.39,-5.99
-42.13,-0.39,-6.01
-42.13,-0.39,-6.02
-42.13,-0.4,-6.03
-42.14,-0.4,-6.03
-42.14,-0.41,-6.04
-42.14,-0.41,-6.05
-42.14,-0.41,-6.06
-42.15,-0.41,-6.07
-42.14,-0.41,-6.1
-42.14,-0.42,-6.12
-42.14,-0.41,-6.13
-42.13,-0.41,-6.16
-42.13,-0.41,-6.17
-42.13,-0.4,-6.18
-42.13,-0.4,-6.2
-42.14,-0.4,-6.21
-42.14,-0.39,-6.22
-42.13,-0.39,-6.23
-42.14,-0.39,-6.25
-42.14,-0.38,-6.27
-42.15,-0.38,-6.29
-42.14,-0.37,-6.3
-42.12,-0.31,-6.66
-42.12,-0.31,-6.67
-42.12,-0.3,-6.67
-42.12,-0.3,-6.67
-42.11,-0.3,-6.67
-42.11,-0.29,-6.68
-42.11,-0.27,-6.68
-42.1,-0.24,-6.68
-42.09,-0.19,-6.68
-42.08,-0.15,-6.67
-42.05,-0.1,-6.64
-42.01,-0.05,-6.6
-41.96,0.0,-6.56
-41.91,0.05,-6.51
-41.85,0.11,-6.46
-41.77,0.15,-6.41
-41.69,0.19,-6.37
-41.58,0.21,-6.3
-41.48,0.24,-6.21
-41.38,0.3,-6.1
-41.28,0.4,-6.0
-41.16,0.54,-5.88
-41.02,0.71,-5.76
-40.87,0.89,-5.62
-40.7,1.05,-5.47
-40.52,1.17,-5.31
-40.31,1.28,-5.14
-40.1,1.4,-4.97
-39.84,1.54,-4.82
-39.55,1.7,-4.68
-39.21,1.87,-4.59
