yaw,pitch,roll
-92.39,-1.25,-1.92
-92.0,-1.26,-2.12
-91.61,-1.31,-2.31
-91.2,-1.38,-2.47
-90.78,-1.47,-2.62
-90.35,-1.56,-2.75
-89.88,-1.65,-2.86
-89.38,-1.73,-2.97
-88.81,-1.8,-3.08
-88.18,-1.87,-3.19
-87.51,-1.98,-3.31
-86.78,-2.1,-3.43
-86.05,-2.23,-3.55
-85.35,-2.37,-3.68
-84.68,-2.5,-3.8
-84.05,-2.62,-3.92
-83.44,-2.72,-4.05
-82.84,-2.81,-4.18
-82.24,-2.91,-4.31
-81.61,-3.02,-4.44
-80.97,-3.15,-4.57
-80.3,-3.28,-4.69
-61.17,-5.17,-4.42
-60.59,-5.06,-4.22
-59.99,-4.96,-3.96
-59.38,-4.89,-3.65
-58.8,-4.8,-3.33
-58.22,-4.7,-3.03
-57.68,-4.58,-2.76
-57.16,-4.46,-2.54
-56.65,-4.33,-2.36
-56.19,-4.2,-2.21
-55.75,-4.1,-2.07
-55.35,-4.0,-1.93
-54.96,-3.91,-1.81
-54.57,-3.81,-1.7
-54.19,-3.71,-1.6
-53.81,-3.61,-1.48
-53.43,-3.52,-1.36
-53.06,-3.44,-1.22
-52.69,-3.39,-1.06
-52.3,-3.36,-0.84
-51.9,-3.3,-0.62
-51.49,-3.23,-0.44
-51.1,-3.13,-0.29
-50.72,-3.01,-0.19
-50.33,-2.86,-0.14
-49.93,-2.72,-0.16
-49.53,-2.61,-0.21
-49.14,-2.51,-0.28
-48.77,-2.43,-0.37
-48.43,-2.35,-0.47
-48.14,-2.26,-0.57
-47.87,-2.17,-0.66
-47.66,-2.05,-0.75
-46.4,1.1,-4.0
-46.22,1.17,-3.78
-46.03,1.21,-3.6
-45.84,1.26,-3.48
-45.67,1.3,-3.44
-45.54,1.32,-3.46
-45.46,1.32,-3.54
-45.44,1.3,-3.67
-45.46,1.28,-3.83
-45.52,1.26,-3.99
-45.6,1.23,-4.13
-45.68,1.18,-4.23
-45.75,1.11,-4.27
-45.81,1.03,-4.25
-45.87,0.95,-4.17
-45.92,0.87,-4.05
-45.96,0.78,-3.88
-46.0,0.7,-3.69
-46.01,0.61,-3.48
-46.01,0.52,-3.26
-46.03,0.43,-3.03
-46.03,0.31,-2.82
-46.06,0.2,-2.65
-46.11,0.12,-2.52
-46.17,0.07,-2.43
-46.23,0.02,-2.38
-46.28,-0.01,-2.39
-46.32,-0.05,-2.41
-46.34,-0.07,-2.45
-46.36,-0.07,-2.52
-46.36,-0.07,-2.6
-46.37,-0.05,-2.67
-46.38,-0.02,-2.74
-46.39,0.02,-2.82
-46.39,0.08,-2.91
-46.39,0.12,-3.01
-46.4,0.4,-5.19
-46.39,0.39,-5.23
-46.37,0.38,-5.27
-46.36,0.38,-5.31
-46.35,0.38,-5.35
-46.33,0.38,-5.39
-46.33,0.38,-5.43
-46.32,0.37,-5.47
-46.31,0.37,-5.5
