yaw,pitch,roll
-47.76,3.65,1.3
-47.66,3.98,1.44
-47.59,4.28,1.5
-47.56,4.52,1.44
-47.56,4.7,1.28
-47.6,4.77,1.0
-47.65,4.78,0.66
-47.72,4.72,0.28
-47.79,4.63,-0.1
-47.85,4.53,-0.42
-47.9,4.44,-0.69
-47.92,4.36,-0.87
-47.91,4.29,-0.97
-47.89,4.26,-1.0
-47.84,4.26,-0.98
-47.8,4.25,-0.93
-47.75,4.26,-0.87
-47.71,4.24,-0.8
-47.69,4.2,-0.75
-47.67,4.13,-0.74
-48.02,2.15,-2.26
-48.02,2.08,-2.27
-48.01,2.01,-2.27
-48.01,1.94,-2.27
-48.01,1.88,-2.27
-48.02,1.82,-2.28
-48.03,1.78,-2.29
-48.04,1.74,-2.3
-48.05,1.7,-2.33
-48.07,1.67,-2.36
-48.08,1.65,-2.41
-48.08,1.63,-2.45
-48.09,1.61,-2.5
-84.84,-0.3,-4.62
-84.83,-0.29,-4.68
-84.82,-0.28,-4.74
-84.79,-0.27,-4.8
-84.77,-0.26,-4.84
-84.76,-0.26,-4.89
-84.74,-0.28,-4.92
-84.46,-0.48,-5.98
-84.46,-0.48,-5.98
-84.46,-0.49,-5.98
-84.46,-0.5,-5.97
-84.45,-0.52,-5.96
-84.45,-0.53,-5.95
-84.44,-0.52,-5.95
-84.43,-0.51,-5.96
-84.42,-0.5,-5.97
-84.42,-0.51,-5.96
-84.42,-0.51,-5.97
-84.41,-0.52,-5.97
-84.4,-0.53,-5.99
-84.39,-0.53,-6.0
-84.38,-0.53,-6.03
-84.36,-0.53,-6.07
-84.35,-0.53,-6.1
-84.35,-0.53,-6.13
-84.35,-0.52,-6.16
-84.34,-0.51,-6.17
-84.35,-0.51,-6.19
-84.35,-0.5,-6.2
-84.37,-0.5,-6.21
-84.37,-0.5,-6.22
-84.39,-0.5,-6.23
-84.38,-0.5,-6.23
-84.38,-0.52,-6.24
-84.38,-0.56,-6.23
-84.39,-0.61,-6.2
-84.4,-0.67,-6.16
-84.43,-0.71,-6.11
-84.48,-0.74,-6.04
-84.5,-0.75,-5.99
-68.9,-5.06,-8.38
-68.14,-5.17,-8.6
-67.37,-5.25,-8.79
-66.59,-5.34,-8.95
-65.82,-5.44,-9.06
-65.06,-5.56,-9.13
-64.32,-5.71,-9.17
-63.62,-5.88,-9.2
-62.96,-6.04,-9.23
-62.35,-6.19,-9.28
-61.77,-6.33,-9.35
-61.2,-6.44,-9.43
-60.65,-6.55,-9.53
-60.11,-6.64,-9.64
-59.62,-6.7,-9.77
-59.17,-6.72,-9.91
-58.77,-6.67,-10.04
-58.38,-6.54,-10.17
-58.0,-6.37,-10.26
-57.61,-6.15,-10.31
-57.19,-5.91,-10.29
-56.75,-5.67,-10.21
-56.3,-5.46,-10.06
-55.84,-5.29,-9.86
-55.39,-5.15,-9.64
-54.96,-5.03,-9.39
-54.56,-4.9,-9.16
