yaw,pitch,roll
-93.01,-1.27,-3.02
-93.0,-1.26,-3.05
-92.99,-1.24,-3.07
-92.97,-1.22,-3.1
-92.96,-1.2,-3.13
-92.95,-1.17,-3.15
-92.94,-1.16,-3.18
-92.93,-1.15,-3.2
-92.93,-1.14,-3.22
-92.93,-1.14,-3.22
-92.93,-1.14,-3.23
-92.93,-1.14,-3.24
-92.93,-1.14,-3.26
-92.92,-1.15,-3.28
-92.93,-1.15,-3.3
-92.93,-1.15,-3.33
-92.94,-1.16,-3.34
-92.95,-1.17,-3.35
-92.96,-1.17,-3.36
-92.96,-1.17,-3.37
-92.97,-1.18,-3.38
-92.97,-1.17,-3.4
-92.99,-1.17,-3.41
-93.01,-1.16,-3.43
-93.02,-1.15,-3.45
-93.02,-1.14,-3.44
-93.02,-1.14,-3.43
-93.02,-1.13,-3.43
-93.02,-1.13,-3.43
-93.02,-1.13,-3.44
-93.03,-1.13,-3.46
-93.04,-1.13,-3.48
-92.92,-0.91,-4.03
-92.94,-0.91,-4.04
-92.95,-0.9,-4.05
-92.94,-0.9,-4.05
-92.93,-0.88,-4.07
-92.92,-0.87,-4.09
-92.9,-0.86,-4.1
-92.9,-0.85,-4.11
-92.89,-0.85,-4.12
-92.88,-0.84,-4.13
-92.87,-0.83,-4.13
-92.87,-0.82,-4.13
-92.85,-0.81,-4.12
-92.83,-0.8,-4.12
-92.81,-0.79,-4.11
-92.79,-0.78,-4.11
-92.78,-0.78,-4.1
-92.76,-0.78,-4.1
-92.75,-0.76,-4.1
-92.72,-0.74,-4.1
-92.71,-0.73,-4.09
-92.69,-0.73,-4.1
-92.66,-0.73,-4.1
-92.64,-0.72,-4.11
-92.62,-0.71,-4.11
-92.61,-0.7,-4.12
-92.59,-0.69,-4.13
-92.56,-0.68,-4.14
-92.52,-0.67,-4.16
-92.49,-0.65,-4.17
-92.45,-0.63,-4.19
-92.42,-0.62,-4.21
-92.39,-0.61,-4.23
-90.3,-0.72,-5.32
-90.3,-0.74,-5.24
-90.31,-0.76,-5.14
-90.31,-0.79,-5.02
-90.31,-0.8,-4.9
-90.3,-0.78,-4.77
-90.27,-0.76,-4.65
-90.2,-0.73,-4.55
-90.07,-0.67,-4.46
-89.85,-0.58,-4.39
-89.54,-0.48,-4.33
-89.12,-0.36,-4.28
-88.6,-0.23,-4.25
-88.01,-0.1,-4.25
-87.36,0.04,-4.29
-86.7,0.18,-4.36
-86.0,0.32,-4.46
-85.29,0.43,-4.56
-84.56,0.53,-4.66
-83.84,0.62,-4.74
-83.11,0.7,-4.81
-82.36,0.79,-4.88
-81.59,0.9,-4.94
-80.79,1.0,-4.98
-79.97,1.08,-5.01
-79.13,1.12,-5.03
-78.3,1.12,-5.04
-77.47,1.1,-5.05
-76.67,1.06,-5.06
-75.88,1.02,-5.06
-75.12,0.99,-5.06
-74.37,0.95,-5.06
-73.64,0.89,-5.07
-72.92,0.81,-5.07
-72.19,0.71,-5.07
