yaw,pitch,roll
-47.74,3.77,-1.24
-47.68,3.8,-1.33
-47.64,3.85,-1.37
-47.62,3.9,-1.38
-47.62,3.96,-1.38
-47.62,4.0,-1.36
-47.61,4.03,-1.35
-47.6,4.04,-1.35
-47.57,4.01,-1.37
-47.55,3.97,-1.41
-47.53,3.91,-1.49
-47.51,3.86,-1.61
-47.5,3.86,-1.77
-47.49,3.88,-1.95
-47.46,3.93,-2.13
-47.44,3.95,-2.29
-47.41,3.96,-2.41
-47.38,3.94,-2.49
-47.35,3.91,-2.53
-47.33,3.86,-2.56
-47.32,3.81,-2.57
-47.3,3.76,-2.58
-47.28,3.71,-2.6
-47.27,3.66,-2.6
-47.25,3.61,-2.61
-47.23,3.57,-2.62
-47.21,3.53,-2.62
-47.19,3.5,-2.62
-46.84,2.63,-3.86
-46.83,2.58,-3.88
-46.82,2.54,-3.9
-46.81,2.51,-3.91
-46.8,2.47,-3.92
-46.8,2.44,-3.94
-46.79,2.43,-3.96
-46.78,2.41,-3.97
-46.78,2.4,-3.99
-46.77,2.39,-4.03
-46.78,2.38,-4.06
-46.79,2.37,-4.1
-46.79,2.36,-4.14
-46.8,2.35,-4.18
-46.81,2.32,-4.22
-46.8,2.3,-4.25
-46.8,2.28,-4.28
-46.79,2.27,-4.31
-46.78,2.25,-4.33
-46.78,2.25,-4.35
-46.78,2.24,-4.38
-46.78,2.23,-4.41
-46.78,2.21,-4.44
-46.77,2.2,-4.48
-46.78,2.19,-4.52
-46.79,2.18,-4.56
-46.79,2.17,-4.61
-46.79,2.17,-4.65
-46.78,2.16,-4.68
-46.78,2.15,-4.71
-46.77,2.14,-4.73
-46.76,2.13,-4.75
-46.76,2.12,-4.78
-46.76,2.12,-4.81
-46.76,2.12,-4.85
-46.77,2.11,-4.88
-46.77,2.12,-4.92
-46.54,1.81,-5.85
-46.52,1.81,-5.86
-46.51,1.8,-5.87
-46.5,1.8,-5.88
-46.49,1.8,-5.9
-46.48,1.81,-5.92
-46.47,1.83,-5.93
-46.45,1.88,-5.96
-46.44,1.96,-5.99
-46.42,2.1,-6.02
-46.36,2.29,-6.04
-46.23,2.54,-6.05
-46.01,2.84,-6.03
-45.64,3.16,-5.97
-45.06,3.46,-5.87
-44.21,3.73,-5.68
-43.03,3.88,-5.36
-41.45,3.85,-4.86
-39.53,3.64,-4.12
-37.33,3.53,-3.17
-34.98,3.76,-2.09
-32.57,3.92,-1.01
-30.2,3.8,-0.07
-27.98,3.56,0.59
-26.03,3.36,0.89
-24.51,3.2,0.72
-23.57,3.1,0.08
-23.36,3.05,-0.98
-23.9,2.93,-2.32
-25.12,2.64,-3.79
-26.81,2.2,-5.28
-28.87,1.69,-6.71
-31.34,1.22,-8.03
-34.4,0.82,-9.16
-38.2,0.4,-10.03
