yaw,pitch,roll
-5.11,-2.31,-5.21
-5.11,-2.29,-5.25
-5.1,-2.28,-5.29
-5.09,-2.26,-5.32
-5.08,-2.24,-5.37
-5.07,-2.22,-5.41
-5.08,-2.2,-5.46
-5.09,-2.18,-5.5
-5.11,-2.17,-5.55
-5.12,-2.17,-5.59
-5.16,-2.18,-5.64
-24.04,-10.79,-14.46
-25.0,-11.08,-14.95
-25.93,-11.34,-15.41
-26.85,-11.59,-15.86
-27.74,-11.8,-16.26
-28.6,-11.97,-16.65
-29.46,-12.09,-17.01
-30.3,-12.17,-17.37
-31.14,-12.2,-17.74
-31.99,-12.21,-18.09
-32.85,-12.17,-18.45
-33.7,-12.1,-18.79
-34.57,-11.98,-19.12
-35.43,-11.83,-19.45
-36.28,-11.66,-19.78
-37.12,-11.48,-20.09
-37.93,-11.33,-20.4
-38.72,-11.23,-20.67
-39.49,-11.19,-20.91
-40.21,-11.18,-21.11
-40.91,-11.22,-21.27
-41.59,-11.26,-21.41
-42.25,-11.28,-21.55
-42.89,-11.29,-21.69
-43.53,-11.28,-21.84
-44.16,-11.25,-22.01
-44.8,-11.2,-22.19
-59.88,-5.61,-16.6
-60.21,-5.64,-16.33
-60.5,-5.71,-16.09
-60.76,-5.82,-15.85
-60.98,-5.95,-15.61
-61.18,-6.09,-15.38
-61.35,-6.23,-15.17
-61.5,-6.36,-14.98
-61.63,-6.49,-14.83
-61.74,-6.6,-14.72
-61.83,-6.69,-14.65
-61.92,-6.73,-14.61
-62.01,-6.76,-14.61
-62.09,-6.77,-14.62
-62.17,-6.77,-14.64
-62.24,-6.77,-14.68
-62.3,-6.76,-14.71
-62.35,-6.75,-14.75
-62.41,-6.74,-14.79
-62.48,-6.72,-14.82
-62.57,-6.69,-14.85
-62.71,-6.65,-14.89
-62.88,-6.61,-14.94
-63.09,-6.59,-15.0
-63.35,-6.63,-15.04
-63.63,-6.75,-15.05
-63.96,-6.94,-15.01
-64.36,-7.17,-14.93
-64.84,-7.39,-14.81
-65.41,-7.59,-14.66
-22.64,-14.05,8.59
-21.99,-13.59,6.77
-22.08,-13.41,4.95
-22.33,-13.72,3.27
-22.41,-14.48,1.81
-22.18,-15.55,0.63
-21.63,-16.69,-0.19
-20.87,-17.62,-0.67
-20.06,-18.17,-0.82
-19.28,-18.26,-0.73
-18.61,-17.91,-0.51
-18.09,-17.25,-0.25
-17.7,-16.45,0.08
-17.39,-15.61,0.47
-17.15,-14.77,0.94
-16.97,-13.96,1.47
-16.82,-13.2,2.03
-16.73,-12.48,2.56
-16.72,-11.84,2.99
-16.78,-11.3,3.28
-16.88,-10.88,3.44
-17.03,-10.6,3.52
-17.21,-10.42,3.55
-17.41,-10.31,3.57
-17.63,-10.21,3.6
-17.82,-10.1,3.67
-17.99,-9.97,3.74
-18.09,-9.82,3.82
-18.16,-9.65,3.88
-18.19,-9.47,3.94
-18.2,-9.27,3.98
-18.2,-9.09,3.99
