yaw,pitch,roll
-24.55,-5.37,-2.04
-24.46,-5.31,-2.05
-24.41,-5.26,-2.05
-24.35,-5.21,-2.07
-24.32,-5.16,-2.1
-24.3,-5.12,-2.15
-24.28,-5.09,-2.22
-24.25,-5.05,-2.3
-24.23,-5.02,-2.39
-24.22,-5.01,-2.49
-24.2,-4.99,-2.58
-24.18,-4.97,-2.68
-24.16,-4.96,-2.77
-24.12,-4.94,-2.85
-24.07,-4.92,-2.93
-24.0,-4.9,-3.0
-23.91,-4.87,-3.09
-23.81,-4.85,-3.18
-23.69,-4.83,-3.29
-23.57,-4.81,-3.4
-23.45,-4.78,-3.52
-23.34,-4.75,-3.65
-23.24,-4.7,-3.79
-23.16,-4.65,-3.92
-23.09,-4.58,-4.06
-23.05,-4.52,-4.2
-23.02,-4.44,-4.33
-23.0,-4.38,-4.47
-22.99,-4.31,-4.6
-22.98,-4.26,-4.73
-22.98,-4.21,-4.85
-22.99,-4.17,-4.96
-23.0,-4.14,-5.07
-17.44,-6.22,-5.53
-17.46,-6.19,-5.61
-17.5,-6.17,-5.68
-17.52,-6.15,-5.76
-17.57,-6.14,-5.83
-17.6,-6.13,-5.9
-17.65,-6.13,-5.95
-17.7,-6.12,-6.01
-17.76,-6.12,-6.06
-17.84,-6.11,-6.1
-17.92,-6.12,-6.14
-18.0,-6.11,-6.17
-18.07,-6.11,-6.19
-18.14,-6.1,-6.22
-18.21,-6.09,-6.25
-18.27,-6.08,-6.27
-20.04,-6.8,-10.91
-20.13,-6.87,-11.13
-20.21,-6.94,-11.36
-20.3,-7.04,-11.59
-20.39,-7.15,-11.81
-20.49,-7.27,-12.04
-20.59,-7.37,-12.26
-20.7,-7.46,-12.5
-20.82,-7.54,-12.75
-20.94,-7.61,-13.01
-21.09,-7.68,-13.29
-21.25,-7.77,-13.58
-21.42,-7.87,-13.88
-21.62,-7.98,-14.18
-21.82,-8.1,-14.48
-22.04,-8.22,-14.76
-22.29,-8.35,-15.03
-22.57,-8.46,-15.31
-22.88,-8.56,-15.59
-23.19,-8.66,-15.89
-23.51,-8.75,-16.2
-23.81,-8.84,-16.53
-24.11,-8.93,-16.86
-24.4,-9.03,-17.18
-24.68,-9.13,-17.46
-24.97,-9.23,-17.74
-25.27,-9.31,-18.01
-25.58,-9.38,-18.28
-25.91,-9.45,-18.56
-26.26,-9.51,-18.85
-49.33,-14.17,-24.21
-50.38,-14.37,-24.21
-51.47,-14.59,-24.16
-52.58,-14.82,-24.06
-53.72,-15.04,-23.95
-54.86,-15.24,-23.81
-55.97,-15.42,-23.67
-57.05,-15.53,-23.54
-58.1,-15.58,-23.4
-59.1,-15.54,-23.25
-60.08,-15.44,-23.08
-61.01,-15.26,-22.88
-61.93,-15.01,-22.65
-62.83,-14.7,-22.41
-63.73,-14.34,-22.17
-64.64,-13.94,-21.92
-65.55,-13.52,-21.69
-66.45,-13.09,-21.49
-67.34,-12.64,-21.32
-68.19,-12.2,-21.18
-68.99,-11.72,-21.1
