yaw,pitch,roll
-18.21,-8.94,3.99
-17.67,-6.12,1.12
-17.62,-6.1,1.0
-17.57,-6.07,0.87
-17.52,-6.02,0.74
-17.47,-5.96,0.63
-17.44,-5.9,0.54
-17.43,-5.85,0.44
-17.43,-5.82,0.36
-17.44,-5.8,0.29
-17.45,-5.79,0.21
-17.45,-5.78,0.12
-17.44,-5.76,0.04
-17.42,-5.73,-0.04
-17.39,-5.69,-0.12
-17.35,-5.65,-0.2
-17.33,-5.59,-0.29
-17.3,-5.54,-0.37
-17.27,-5.5,-0.46
-17.25,-5.47,-0.53
-17.23,-5.45,-0.58
-17.19,-5.43,-0.62
-17.15,-5.38,-0.67
-17.1,-5.31,-0.71
-17.08,-5.25,-0.77
-17.07,-5.2,-0.84
-17.08,-5.16,-0.91
-17.09,-5.15,-0.98
-17.11,-5.14,-1.05
-17.11,-5.14,-1.13
-17.11,-5.15,-1.21
-10.16,-1.42,-1.88
-10.15,-1.39,-1.93
-10.14,-1.37,-1.98
-10.13,-1.35,-2.04
-10.14,-1.35,-2.11
-10.15,-1.37,-2.16
-10.16,-1.4,-2.22
-10.17,-1.43,-2.28
-10.17,-1.45,-2.32
-10.18,-1.46,-2.38
-10.17,-1.46,-2.43
-10.15,-1.46,-2.48
-10.15,-1.43,-2.52
-10.13,-1.41,-2.57
-10.12,-1.38,-2.61
-10.1,-1.36,-2.65
-10.08,-1.33,-2.71
-10.06,-1.31,-2.76
-10.03,-1.29,-2.82
-10.0,-1.26,-2.87
-9.96,-1.23,-2.91
-9.94,-1.21,-2.96
-9.92,-1.2,-3.0
-9.91,-1.19,-3.06
-9.91,-1.2,-3.12
-9.92,-1.2,-3.19
-9.93,-1.23,-3.26
-9.94,-1.25,-3.33
-9.95,-1.27,-3.4
-9.97,-1.28,-3.47
-9.99,-1.28,-3.53
-10.0,-1.27,-3.58
-10.01,-1.25,-3.63
-10.01,-1.24,-3.67
-10.26,-2.13,-6.24
-10.27,-2.23,-6.46
-10.3,-2.32,-6.7
-10.34,-2.42,-6.93
-10.4,-2.51,-7.17
-10.47,-2.6,-7.41
-10.57,-2.69,-7.64
-10.68,-2.8,-7.87
-10.79,-2.93,-8.11
-10.91,-3.08,-8.35
-11.03,-3.26,-8.6
-11.16,-3.45,-8.86
-11.29,-3.62,-9.14
-11.41,-3.77,-9.44
-11.55,-3.94,-9.74
-11.68,-4.12,-10.06
-11.84,-4.3,-10.38
-12.04,-4.5,-10.7
-12.27,-4.72,-11.04
-12.54,-4.93,-11.38
-12.86,-5.14,-11.74
-13.21,-5.34,-12.11
-13.62,-5.55,-12.5
-14.05,-5.76,-12.9
-14.52,-5.98,-13.31
-15.01,-6.21,-13.72
-15.51,-6.42,-14.12
-16.03,-6.63,-14.51
-16.58,-6.83,-14.88
-17.15,-7.04,-15.24
-17.75,-7.25,-15.59
-42.21,-6.82,-27.41
-42.97,-6.87,-27.72
-43.73,-6.95,-28.0
-44.49,-7.05,-28.24
