yaw,pitch,roll
-92.08,-11.07,-6.86
-88.54,-10.48,-7.33
-83.52,-9.54,-7.58
-77.23,-8.34,-7.42
-69.79,-7.0,-6.82
-61.27,-5.74,-5.66
-51.86,-4.76,-3.72
-42.25,-4.23,-1.08
-33.69,-4.23,1.73
-27.11,-4.73,4.22
-22.66,-5.53,6.08
-16.26,-9.03,3.21
-16.2,-9.02,3.23
-16.15,-9.0,3.22
-16.12,-8.95,3.19
-16.11,-8.87,3.15
-16.15,-8.78,3.11
-16.23,-8.7,3.06
-16.35,-8.64,3.03
-16.48,-8.59,2.99
-16.59,-8.55,2.97
-16.69,-8.52,2.93
-16.76,-8.49,2.87
-16.81,-8.45,2.81
-16.83,-8.38,2.72
-16.85,-8.29,2.63
-16.86,-8.18,2.54
-16.9,-8.05,2.44
-16.97,-7.9,2.33
-17.06,-7.75,2.2
-17.15,-7.61,2.07
-17.22,-7.47,1.95
-17.28,-7.35,1.83
-13.3,-5.1,-1.25
-13.3,-5.07,-1.3
-13.29,-5.05,-1.35
-13.27,-5.02,-1.39
-13.26,-4.99,-1.43
-13.26,-4.96,-1.47
-13.26,-4.93,-1.51
-13.26,-4.89,-1.56
-13.27,-4.87,-1.61
-13.26,-4.85,-1.67
-13.26,-4.82,-1.72
-13.23,-4.8,-1.78
-13.21,-4.76,-1.82
-12.98,-3.58,-3.06
-12.98,-3.56,-3.08
-12.97,-3.53,-3.1
-12.97,-3.5,-3.14
-12.96,-3.47,-3.17
-12.96,-3.43,-3.21
-12.95,-3.4,-3.25
-12.96,-3.37,-3.3
-12.96,-3.35,-3.34
-12.96,-3.32,-3.37
-12.97,-3.31,-3.42
-12.96,-3.28,-3.46
-12.96,-3.27,-3.5
-12.96,-3.26,-3.54
-12.96,-3.24,-3.57
-12.96,-3.23,-3.6
-12.97,-3.21,-3.63
-12.97,-3.19,-3.66
-12.98,-3.15,-3.7
-12.99,-3.12,-3.73
-13.0,-3.07,-3.76
-13.03,-3.03,-3.79
-13.05,-2.99,-3.82
-13.08,-2.95,-3.85
-13.12,-2.91,-3.88
-13.19,-2.85,-3.9
-13.3,-2.79,-3.94
-13.43,-2.73,-3.99
-13.62,-2.67,-4.05
-13.85,-2.6,-4.13
-14.13,-2.53,-4.26
-14.48,-2.43,-4.41
-14.91,-2.33,-4.62
-47.78,-0.6,-19.33
-48.49,-0.49,-19.38
-49.22,-0.31,-19.45
-49.99,-0.06,-19.55
-50.8,0.25,-19.67
-51.63,0.61,-19.82
-52.49,0.98,-19.96
-53.35,1.32,-20.1
-54.21,1.59,-20.18
-55.06,1.79,-20.21
-55.89,1.9,-20.2
-56.7,1.94,-20.14
-57.47,1.94,-20.02
-58.22,1.92,-19.85
-58.93,1.94,-19.65
-59.64,2.02,-19.43
-60.36,2.17,-19.21
-61.07,2.37,-19.03
-61.81,2.61,-18.88
-62.54,2.88,-18.77
-63.26,3.19,-18.69
