yaw,pitch,roll
11.01,-8.86,3.48
11.06,-8.87,3.28
11.09,-8.85,3.06
11.11,-8.83,2.82
11.11,-8.77,2.57
11.09,-8.69,2.36
11.06,-8.6,2.19
11.02,-8.5,2.07
10.97,-8.41,2.0
10.92,-8.31,1.97
10.87,-8.22,1.97
10.82,-8.14,1.97
10.84,-5.34,-0.67
10.81,-5.31,-0.73
10.77,-5.29,-0.78
10.75,-5.25,-0.84
10.73,-5.21,-0.91
10.71,-5.17,-0.97
10.7,-5.15,-1.03
10.69,-5.12,-1.11
10.68,-5.09,-1.18
10.67,-5.07,-1.26
10.67,-5.05,-1.34
10.68,-5.03,-1.42
10.69,-5.02,-1.49
10.7,-4.99,-1.57
10.7,-4.94,-1.64
10.69,-4.9,-1.7
10.69,-4.87,-1.75
10.68,-4.85,-1.79
10.67,-4.83,-1.83
10.66,-4.81,-1.87
10.66,-4.79,-1.92
10.65,-4.76,-1.97
3.94,-2.57,-3.84
3.94,-2.56,-3.9
3.94,-2.55,-3.98
3.94,-2.54,-4.05
3.94,-2.52,-4.12
3.96,-2.51,-4.17
3.97,-2.5,-4.22
3.98,-2.48,-4.27
3.99,-2.47,-4.31
3.99,-2.46,-4.35
3.98,-2.46,-4.4
3.97,-2.46,-4.45
3.95,-2.48,-4.51
3.94,-2.5,-4.56
3.93,-2.52,-4.61
3.94,-2.53,-4.66
4.16,-2.04,-5.99
4.15,-2.04,-6.01
4.13,-2.03,-6.02
4.13,-2.01,-6.02
4.12,-1.99,-6.01
4.12,-1.96,-6.01
4.13,-1.94,-6.01
4.15,-1.92,-6.01
4.16,-1.91,-6.01
4.18,-1.89,-6.03
4.18,-1.87,-6.04
4.18,-1.86,-6.06
4.18,-1.86,-6.07
4.16,-1.86,-6.09
4.14,-1.86,-6.09
4.13,-1.86,-6.11
4.11,-1.84,-6.11
4.09,-1.82,-6.12
4.07,-1.8,-6.13
4.05,-1.78,-6.14
4.03,-1.76,-6.16
4.01,-1.75,-6.18
3.98,-1.73,-6.19
3.95,-1.7,-6.21
3.9,-1.66,-6.24
3.85,-1.61,-6.27
3.78,-1.56,-6.31
3.69,-1.52,-6.36
3.59,-1.49,-6.44
3.5,-1.47,-6.52
3.39,-1.45,-6.63
3.28,-1.44,-6.77
3.18,-1.42,-6.92
3.05,-1.4,-7.09
2.9,-1.39,-7.28
2.71,-1.37,-7.5
2.49,-1.37,-7.74
2.23,-1.38,-8.0
1.95,-1.39,-8.28
1.65,-1.42,-8.57
1.34,-1.46,-8.86
1.0,-1.5,-9.15
-26.68,-2.94,-17.85
-27.49,-2.71,-18.07
-28.3,-2.52,-18.27
-29.14,-2.37,-18.46
-29.97,-2.28,-18.64
-30.81,-2.22,-18.79
-31.64,-2.19,-18.93
-32.46,-2.17,-19.07
