yaw,pitch,roll
-75.34,-9.99,-19.56
-76.04,-10.13,-19.46
-99.18,-13.51,-13.18
-99.54,-13.49,-12.67
-99.79,-13.43,-12.2
-99.99,-13.25,-11.79
-100.12,-12.99,-11.42
-100.1,-12.68,-11.13
-99.87,-12.39,-10.9
-99.41,-12.11,-10.69
-98.68,-11.79,-10.44
-97.61,-11.36,-10.13
-96.15,-10.78,-9.76
-94.26,-10.0,-9.29
-91.91,-8.98,-8.69
-89.06,-7.71,-7.93
-85.69,-6.25,-6.96
-81.76,-4.74,-5.73
-77.33,-3.35,-4.14
-72.38,-2.21,-2.17
-66.89,-1.44,0.11
-61.02,-1.14,2.66
-54.89,-1.29,5.21
-48.55,-1.82,7.51
-42.18,-2.67,9.42
-36.01,-3.74,10.82
-30.27,-4.79,11.63
-25.16,-5.68,11.81
-20.78,-6.43,11.48
-17.11,-7.05,10.79
-14.03,-7.62,9.91
-11.45,-8.18,8.99
-9.26,-8.74,8.15
-5.86,-4.55,2.83
-5.84,-4.41,2.69
-5.81,-4.28,2.55
-5.79,-4.19,2.45
-5.78,-4.12,2.36
-5.78,-4.04,2.3
-5.79,-3.95,2.24
-5.81,-3.82,2.18
-5.85,-3.69,2.11
-5.9,-3.56,2.03
-5.96,-3.44,1.96
-6.02,-3.33,1.88
-6.08,-3.23,1.81
-6.14,-3.14,1.73
-6.17,-3.06,1.67
-6.2,-2.98,1.59
-6.22,-2.92,1.5
-6.22,-2.87,1.38
-6.21,-2.84,1.26
-6.19,-2.84,1.14
-6.14,-2.86,1.0
-6.07,-2.9,0.87
-5.99,-2.92,0.75
-5.89,-2.93,0.63
-5.79,-2.91,0.53
-5.71,-2.87,0.42
-5.65,-2.83,0.3
-5.61,-2.81,0.19
-5.6,-2.79,0.09
-5.61,-2.79,-0.0
-5.63,-2.79,-0.1
-5.65,-2.81,-0.19
-5.66,-2.83,-0.29
-5.65,-2.84,-0.38
-5.63,-2.86,-0.48
-5.59,-2.88,-0.57
-5.55,-2.89,-0.66
-5.49,-2.89,-0.75
-5.43,-2.9,-0.86
-5.4,-2.9,-0.96
-5.38,-2.91,-1.07
-5.27,-2.72,-3.79
-5.25,-2.7,-3.86
-5.23,-2.68,-3.93
-5.21,-2.66,-4.01
-5.18,-2.64,-4.07
-5.16,-2.63,-4.14
-5.15,-2.61,-4.19
-5.13,-2.57,-4.25
-5.11,-2.55,-4.3
-5.09,-2.51,-4.35
-5.07,-2.49,-4.39
-5.06,-2.47,-4.43
-5.04,-2.46,-4.47
-5.04,-2.44,-4.52
-5.04,-2.43,-4.57
-5.03,-2.41,-4.63
-5.02,-2.39,-4.69
-5.02,-2.37,-4.75
-5.01,-2.36,-4.82
-5.0,-2.35,-4.87
-5.0,-2.34,-4.93
-5.01,-2.33,-4.99
-5.03,-2.33,-5.04
-5.06,-2.33,-5.08
-5.08,-2.32,-5.13
-5.1,-2.32,-5.17
