yaw,pitch,roll
-45.23,-7.13,-28.43
-45.98,-7.19,-28.58
-46.72,-7.23,-28.68
-47.46,-7.21,-28.74
-48.2,-7.16,-28.75
-48.94,-7.06,-28.74
-49.7,-6.93,-28.7
-50.47,-6.8,-28.64
-51.26,-6.68,-28.56
-52.06,-6.59,-28.48
-52.86,-6.55,-28.38
-53.64,-6.57,-28.26
-54.41,-6.67,-28.12
-55.14,-6.84,-27.96
-55.84,-7.05,-27.77
-56.49,-7.27,-27.56
-57.11,-7.48,-27.32
-57.7,-7.68,-27.03
-58.3,-7.84,-26.7
-58.94,-7.94,-26.32
-59.62,-7.99,-25.89
-60.34,-7.97,-25.4
-61.09,-7.86,-24.85
-61.86,-7.67,-24.21
-62.63,-7.38,-23.51
-63.41,-7.01,-22.76
-89.13,-17.82,-21.3
-89.12,-18.61,-21.96
-88.9,-19.28,-22.65
-88.47,-19.8,-23.35
-87.79,-20.15,-24.07
-86.82,-20.39,-24.77
-85.55,-20.59,-25.4
-83.97,-20.77,-25.88
-82.11,-20.95,-26.13
-79.99,-21.1,-26.04
-77.7,-21.17,-25.49
-75.31,-21.14,-24.38
-72.74,-20.86,-22.71
-69.9,-20.14,-20.36
-66.66,-18.93,-17.21
-62.84,-17.27,-13.29
-58.2,-15.3,-8.74
-52.55,-13.43,-3.91
-46.0,-12.18,0.66
-39.13,-11.83,4.41
-32.48,-11.88,6.94
-26.38,-11.59,8.17
-20.98,-10.65,8.24
-16.24,-9.11,7.34
-12.22,-7.35,5.83
-9.0,-5.89,4.21
-6.6,-5.14,2.91
-5.02,-5.26,2.23
-4.16,-6.14,2.21
-3.9,-7.4,2.71
-4.07,-8.62,3.47
-12.22,-3.95,4.93
-12.27,-3.92,4.76
-12.29,-3.9,4.6
-12.28,-3.89,4.42
-12.28,-3.88,4.25
-12.28,-3.87,4.09
-12.32,-3.87,3.94
-12.35,-3.86,3.81
-12.41,-3.85,3.7
-12.47,-3.82,3.6
-12.55,-3.76,3.5
-12.62,-3.68,3.41
-12.71,-3.63,3.31
-12.79,-3.59,3.22
-12.86,-3.59,3.12
-12.92,-3.63,3.02
-12.97,-3.68,2.92
-13.01,-3.72,2.83
-13.02,-3.76,2.74
-13.0,-3.76,2.65
-12.97,-3.74,2.56
-12.93,-3.7,2.47
-12.89,-3.62,2.39
-12.84,-3.54,2.29
-12.78,-3.45,2.19
-12.72,-3.37,2.1
-12.65,-3.3,2.01
-12.57,-3.25,1.92
-12.49,-3.22,1.82
-12.42,-3.21,1.72
-12.36,-3.24,1.61
-12.33,-3.27,1.49
-12.31,-3.32,1.37
-12.3,-3.36,1.24
-12.32,-3.38,1.11
-12.33,-3.4,0.99
-12.34,-3.41,0.89
-11.95,-2.79,-1.84
-11.94,-2.75,-1.91
-11.94,-2.72,-1.98
-11.93,-2.69,-2.04
-11.93,-2.67,-2.1
-11.91,-2.65,-2.15
