yaw,pitch,roll
-74.0,-9.65,-19.28
-75.26,-9.8,-18.95
-76.47,-9.98,-18.6
-77.63,-10.17,-18.24
-78.71,-10.38,-17.9
-79.73,-10.62,-17.54
-80.68,-10.81,-17.17
-81.56,-10.93,-16.82
-82.39,-10.98,-16.49
-83.16,-10.94,-16.19
-83.87,-10.87,-15.93
-84.5,-10.79,-15.69
-85.07,-10.73,-15.46
-85.57,-10.7,-15.23
-86.02,-10.71,-15.0
-86.41,-10.73,-14.8
-86.75,-10.73,-14.64
-87.06,-10.7,-14.52
-87.36,-10.66,-14.44
-87.63,-10.61,-14.37
-87.9,-10.54,-14.31
-75.29,-9.91,2.39
-68.72,-9.55,3.71
-61.51,-9.42,4.94
-53.72,-9.47,6.07
-45.44,-9.71,7.06
-37.01,-10.25,7.8
-28.95,-11.03,8.1
-21.86,-11.76,7.92
-16.15,-12.29,7.37
-11.88,-12.62,6.61
-8.8,-12.95,5.86
-6.5,-13.5,5.25
-4.6,-14.31,4.84
-2.96,-15.21,4.62
-1.5,-15.91,4.53
-0.25,-16.26,4.51
0.78,-16.25,4.52
1.65,-16.03,4.58
2.39,-15.7,4.73
3.01,-15.36,4.94
3.5,-15.05,5.15
3.86,-14.76,5.35
4.12,-14.5,5.53
4.27,-14.2,5.67
4.28,-13.89,5.76
4.18,-13.58,5.83
3.99,-13.3,5.9
3.76,-13.07,5.98
3.53,-12.9,6.1
3.33,-12.78,6.25
3.16,-12.7,6.45
3.04,-12.64,6.65
2.91,-12.55,6.81
2.78,-12.42,6.88
2.63,-12.24,6.83
2.44,-12.06,6.68
2.25,-11.92,6.5
2.06,-11.84,6.31
1.89,-11.84,6.17
-1.68,-8.11,4.19
-1.71,-8.07,4.09
-1.72,-7.99,3.99
-1.75,-7.91,3.9
-1.78,-7.82,3.81
-1.82,-7.73,3.73
-1.87,-7.66,3.66
-1.94,-7.59,3.59
-2.02,-7.55,3.53
-2.1,-7.52,3.47
-2.19,-7.47,3.41
-2.26,-7.44,3.34
-2.32,-7.42,3.27
-2.37,-7.42,3.2
-2.41,-7.42,3.13
-2.44,-7.44,3.05
-2.46,-7.45,2.96
-2.45,-7.44,2.87
-2.43,-7.41,2.8
-2.4,-7.35,2.72
-2.37,-7.29,2.65
-2.34,-7.22,2.59
-2.31,-7.16,2.52
-2.28,-7.07,2.44
-2.27,-7.01,2.36
-2.26,-6.94,2.27
-2.25,-6.88,2.18
-2.25,-6.84,2.1
-2.24,-6.8,2.01
-2.23,-6.76,1.92
-2.22,-6.71,1.82
-2.21,-6.68,1.72
-2.19,-6.67,1.62
-2.18,-6.68,1.53
-2.19,-6.71,1.45
-2.19,-6.75,1.36
-2.2,-6.76,1.28
-2.21,-6.77,1.19
-2.21,-6.75,1.1
-2.21,-6.71,1.01
