yaw,pitch,roll
-31.43,-1.0,1.28
-31.33,-0.08,-0.1
-31.24,0.74,-1.2
-31.16,1.45,-2.03
-31.12,2.06,-2.63
-31.11,2.56,-3.02
-31.11,2.95,-3.27
-31.13,3.25,-3.39
-31.15,3.48,-3.42
-31.16,3.64,-3.36
-31.18,3.73,-3.22
-31.18,3.75,-3.01
-31.17,3.72,-2.74
-31.17,3.64,-2.45
-31.19,3.54,-2.16
-31.25,3.48,-1.9
-31.29,3.44,-1.7
-31.32,3.43,-1.54
-31.31,3.43,-1.44
-31.27,3.42,-1.37
-31.23,3.37,-1.36
-31.18,3.25,-1.34
-31.11,3.09,-1.32
-31.06,2.9,-1.28
-31.02,2.71,-1.21
-30.99,2.52,-1.11
-31.0,2.37,-1.02
-31.04,2.27,-0.96
-31.12,2.19,-0.93
-34.14,3.73,-2.69
-33.99,4.0,-2.73
-33.81,4.26,-2.83
-33.59,4.52,-2.99
-33.37,4.81,-3.17
-33.2,5.14,-3.37
-33.07,5.53,-3.52
-33.01,5.98,-3.6
-33.02,6.41,-3.6
-33.09,6.75,-3.54
-33.19,6.96,-3.46
-33.3,7.06,-3.4
-33.41,7.11,-3.37
-33.52,7.2,-3.37
-33.6,7.34,-3.36
-33.65,7.49,-3.38
-33.63,7.61,-3.43
-33.57,7.69,-3.51
-33.47,7.73,-3.64
-33.34,7.73,-3.83
-33.21,7.7,-4.06
-33.07,7.67,-4.3
-32.93,7.67,-4.56
-32.82,7.69,-4.83
-32.73,7.75,-5.1
-32.7,7.83,-5.36
-32.7,7.91,-5.6
-32.77,7.98,-5.83
-32.91,8.04,-6.03
-33.11,8.09,-6.2
-33.33,8.13,-6.34
-33.55,8.13,-6.45
-33.76,8.08,-6.52
-33.94,7.92,-6.54
-34.19,7.68,-6.54
-34.66,7.37,-6.48
-35.19,7.07,-6.39
-48.31,-1.38,-10.39
-48.84,-1.51,-10.26
-49.37,-1.61,-10.16
-49.87,-1.7,-10.06
-50.34,-1.77,-9.99
-50.78,-1.85,-9.93
-51.17,-1.93,-9.88
-51.54,-2.03,-9.82
-51.88,-2.15,-9.75
-52.2,-2.26,-9.66
-52.48,-2.36,-9.55
-52.76,-2.43,-9.42
-53.02,-2.46,-9.26
-53.26,-2.47,-9.09
-53.49,-2.44,-8.89
-53.72,-2.4,-8.69
-53.95,-2.36,-8.48
-54.18,-2.32,-8.26
-54.39,-2.29,-8.07
-54.59,-2.26,-7.92
-54.75,-2.25,-7.81
-54.91,-2.24,-7.74
-55.04,-2.25,-7.68
-55.16,-2.28,-7.63
-55.27,-2.32,-7.58
-55.38,-2.37,-7.52
-55.49,-2.44,-7.45
-55.62,-2.48,-7.39
-55.74,-2.51,-7.35
-55.88,-2.5,-7.32
-56.0,-2.48,-7.32
-56.13,-2.45,-7.34
-61.27,2.27,-6.07
-61.58,2.76,-5.42
