yaw,pitch,roll
1.15,0.8,3.36
1.16,0.74,3.37
1.4,0.2,2.7
1.41,0.2,2.71
1.43,0.21,2.72
1.46,0.2,2.74
1.49,0.19,2.77
1.53,0.17,2.82
1.57,0.14,2.89
1.62,0.12,2.99
1.67,0.09,3.1
1.73,0.05,3.23
1.8,0.0,3.39
1.87,-0.04,3.57
1.97,-0.09,3.8
2.13,-0.11,4.07
2.36,-0.08,4.39
2.67,-0.01,4.72
3.09,0.07,5.03
3.58,0.13,5.32
4.17,0.11,5.51
4.86,-0.04,5.61
5.6,-0.3,5.63
6.33,-0.67,5.53
7.02,-1.14,5.27
7.68,-1.68,4.83
8.25,-2.26,4.2
8.75,-2.88,3.39
9.13,-3.5,2.44
9.39,-4.09,1.37
9.52,-4.62,0.2
9.53,-5.06,-1.06
9.42,-5.39,-2.35
9.16,-5.61,-3.64
8.78,-5.7,-4.88
8.28,-5.68,-6.05
7.65,-5.52,-7.12
6.91,-5.24,-8.07
6.1,-4.86,-8.9
5.25,-4.36,-9.61
4.38,-3.81,-10.16
3.5,-3.25,-10.5
2.62,-2.74,-10.62
1.75,-2.31,-10.48
0.9,-1.97,-10.1
0.14,-1.68,-9.47
-0.51,-1.4,-8.62
-1.01,-1.12,-7.6
-1.39,-0.82,-6.49
-0.19,-0.12,-1.83
-0.16,-0.09,-1.8
-0.14,-0.06,-1.78
-0.13,-0.04,-1.77
-0.13,-0.04,-1.78
-0.12,-0.05,-1.8
-0.11,-0.06,-1.83
-0.11,-0.06,-1.85
-0.09,-0.06,-1.87
-0.08,-0.06,-1.89
-0.06,-0.05,-1.9
-0.05,-0.04,-1.92
-0.04,-0.03,-1.92
-0.02,-0.03,-1.93
-0.01,-0.03,-1.93
-0.01,-0.04,-1.93
-0.0,-0.04,-1.92
-0.0,-0.04,-1.91
0.01,-0.03,-1.9
0.01,-0.02,-1.9
0.02,-0.01,-1.89
0.03,-0.01,-1.89
0.03,-0.02,-1.89
0.03,-0.03,-1.9
0.03,-0.03,-1.92
0.03,-0.03,-1.93
0.03,-0.03,-1.94
0.04,-0.03,-1.97
0.04,-0.03,-1.98
0.03,-0.03,-1.99
0.03,-0.05,-2.0
0.02,-0.05,-2.0
0.03,-0.05,-2.0
0.03,-0.04,-1.99
0.04,-0.03,-1.99
0.06,-0.03,-1.98
0.07,-0.03,-1.98
0.08,-0.05,-1.99
0.09,-0.08,-1.99
0.07,0.33,-0.59
0.1,0.5,-0.2
0.18,0.73,0.28
0.34,1.0,0.82
0.59,1.29,1.41
0.93,1.6,2.06
1.39,1.9,2.76
1.96,2.18,3.52
2.65,2.43,4.32
3.46,2.65,5.18
4.36,2.79,6.12
5.35,2.88,7.09
