yaw,pitch,roll
-52.79,0.34,-0.51
-50.83,0.62,-0.3
-48.92,0.87,-0.3
-47.07,1.09,-0.51
-45.35,1.27,-0.91
-43.81,1.39,-1.46
-42.49,1.44,-2.18
-41.4,1.49,-3.04
-40.59,1.53,-4.02
-40.07,1.57,-5.07
-39.86,1.61,-6.2
-39.98,1.66,-7.4
-40.37,1.74,-8.69
-41.0,1.87,-10.05
-41.85,2.07,-11.49
-42.89,2.35,-12.96
-44.1,2.7,-14.45
-45.48,3.1,-15.94
-47.05,3.52,-17.38
-48.8,3.96,-18.73
-50.74,4.45,-19.98
-52.84,5.03,-21.15
-55.09,5.71,-22.25
-57.49,6.48,-23.27
-59.99,7.3,-24.17
-62.52,8.12,-24.9
-65.01,8.9,-25.4
-67.38,9.66,-25.6
-69.67,10.39,-25.48
-71.91,11.12,-25.01
-28.89,0.43,4.59
-28.99,0.92,2.48
-29.4,1.33,0.37
-30.13,1.65,-1.72
-31.17,1.83,-3.74
-32.51,1.9,-5.66
-34.13,1.87,-7.46
-36.02,1.76,-9.13
-38.18,1.64,-10.67
-40.65,1.59,-12.1
-43.43,1.72,-13.45
-46.53,2.12,-14.77
-49.9,2.78,-16.08
-53.51,3.69,-17.41
-57.3,4.77,-18.73
-61.17,5.92,-20.0
-64.98,7.03,-21.14
-68.64,8.03,-22.07
-72.04,8.89,-22.68
-75.11,9.57,-22.91
-77.84,10.14,-22.68
-80.26,10.72,-22.0
-82.36,11.4,-20.9
-84.06,12.18,-19.32
-85.3,12.89,-17.25
-86.06,13.48,-14.67
-86.4,13.89,-11.65
-86.41,14.08,-8.31
-86.11,13.97,-4.67
-85.56,13.56,-0.77
-84.8,12.89,3.29
-83.89,12.12,7.4
-82.85,11.36,11.35
-60.45,5.16,-16.7
-63.61,5.91,-17.5
-66.72,6.66,-18.02
-69.68,7.36,-18.17
-72.41,7.98,-17.87
-74.84,8.45,-17.04
-76.9,8.79,-15.66
-78.49,9.0,-13.76
-79.59,9.11,-11.46
-80.2,9.12,-8.87
-80.38,9.06,-6.15
-80.18,8.91,-3.43
-79.71,8.66,-0.82
-79.0,8.22,1.54
-78.16,7.57,3.5
-77.28,6.76,4.92
-76.49,5.9,5.74
-75.84,5.07,6.05
-75.37,4.35,5.97
-75.04,3.75,5.62
-74.83,3.29,5.13
-74.72,2.93,4.58
-74.68,2.62,4.05
-74.71,2.27,3.58
-74.79,1.83,3.15
-74.91,1.33,2.75
-75.02,0.78,2.37
-75.13,0.23,2.01
-75.18,-0.31,1.67
-75.19,-0.79,1.31
-75.13,-1.18,0.95
-75.02,-1.48,0.57
-74.88,-1.7,0.2
-74.71,-1.86,-0.15
-74.56,-1.98,-0.44
-74.42,-2.07,-0.7
-74.28,-2.17,-0.88
