yaw,pitch,roll
-18.52,2.21,-7.24
-18.8,2.51,-8.51
-19.14,2.78,-9.84
-19.55,3.03,-11.2
-20.01,3.25,-12.58
-20.55,3.44,-13.97
-52.42,4.68,-1.97
-52.02,4.62,-0.54
-51.47,4.55,0.96
-50.81,4.49,2.48
-50.01,4.47,3.96
-49.1,4.44,5.35
-48.1,4.4,6.62
-47.07,4.29,7.73
-46.0,4.1,8.69
-44.9,3.84,9.53
-43.67,3.53,10.31
-42.31,3.17,11.11
-40.85,2.78,11.95
-39.34,2.31,12.8
-37.82,1.76,13.59
-36.28,1.14,14.29
-34.77,0.46,14.9
-33.33,-0.23,15.39
-31.98,-0.88,15.69
-30.71,-1.46,15.79
-29.5,-1.95,15.68
-28.38,-2.37,15.4
-27.34,-2.71,14.94
-26.41,-2.96,14.29
-25.56,-3.1,13.47
-24.83,-3.17,12.49
-24.2,-3.17,11.36
-23.68,-3.13,10.12
-23.26,-3.03,8.84
-22.92,-2.85,7.5
-22.62,-2.59,6.13
-22.37,-2.24,4.75
-32.98,5.94,-25.23
-34.41,6.24,-25.7
-35.84,6.44,-26.1
-37.28,6.53,-26.35
-38.73,6.51,-26.46
-40.18,6.36,-26.4
-41.64,6.14,-26.15
-43.08,5.86,-25.7
-44.5,5.56,-25.02
-45.86,5.27,-24.11
-47.16,5.03,-22.97
-48.39,4.87,-21.62
-49.53,4.8,-20.1
-50.57,4.83,-18.42
-51.49,4.96,-16.61
-52.31,5.12,-14.69
-53.04,5.3,-12.69
-53.66,5.44,-10.66
-54.18,5.56,-8.65
-54.54,5.63,-6.67
-27.86,0.8,2.07
-27.73,1.05,0.72
-27.69,1.34,-0.68
-27.69,1.7,-2.13
-27.75,2.13,-3.64
-27.87,2.64,-5.15
-28.03,3.17,-6.66
-28.25,3.72,-8.17
-28.52,4.26,-9.67
-28.86,4.75,-11.15
-29.27,5.2,-12.59
-29.74,5.57,-13.98
-30.27,5.88,-15.36
-30.83,6.16,-16.7
-31.45,6.41,-18.01
-32.11,6.61,-19.31
-32.82,6.77,-20.61
-33.57,6.87,-21.88
-34.38,6.88,-23.1
-35.27,6.82,-24.24
-36.23,6.67,-25.28
-37.29,6.47,-26.19
-38.42,6.22,-26.98
-39.6,5.94,-27.61
-40.82,5.65,-28.07
-42.08,5.34,-28.35
-43.38,5.03,-28.45
-44.71,4.72,-28.33
-46.07,4.46,-27.96
-47.45,4.27,-27.34
-48.87,4.18,-26.42
-50.3,4.18,-25.2
-51.72,4.26,-23.71
-53.07,4.43,-21.98
-39.25,-3.13,6.9
-39.12,-3.15,6.23
-39.01,-3.14,5.59
-38.93,-3.13,4.94
-38.88,-3.12,4.3
-38.85,-3.12,3.65
-38.84,-3.14,2.99
-38.87,-3.18,2.31
