yaw,pitch,roll
14.99,-3.78,11.22
15.57,-3.83,10.09
16.01,-3.82,8.87
16.34,-3.73,7.58
16.57,-3.51,6.24
16.71,-3.18,4.89
16.77,-2.74,3.52
16.73,-2.21,2.13
16.59,-1.61,0.69
16.35,-0.95,-0.81
15.99,-0.28,-2.41
15.51,0.39,-4.12
14.91,1.03,-5.91
14.19,1.61,-7.75
13.36,2.16,-9.64
12.43,2.66,-11.52
-18.66,6.95,6.56
-17.85,6.89,7.76
-16.96,6.73,8.66
-15.99,6.39,9.25
-15.02,5.83,9.6
-14.06,5.06,9.73
-13.14,4.12,9.67
-12.28,3.08,9.47
-11.5,2.02,9.15
-10.81,1.04,8.74
-10.2,0.22,8.26
-9.66,-0.43,7.73
-9.19,-0.88,7.19
-8.79,-1.15,6.68
-8.46,-1.25,6.2
-8.21,-1.22,5.78
-8.01,-1.1,5.44
-7.87,-0.94,5.18
-7.78,-0.75,4.96
-7.72,-0.55,4.77
-7.66,-0.35,4.58
-7.62,-0.17,4.39
-7.58,-0.01,4.21
-7.54,0.12,4.02
-7.48,0.22,3.85
-7.44,0.27,3.68
-7.39,0.31,3.53
-7.35,0.34,3.4
-7.31,0.35,3.26
-7.27,0.34,3.11
-7.24,0.33,2.97
-7.21,0.31,2.85
-7.2,0.28,2.74
-7.18,0.26,2.67
-7.16,0.26,2.63
-7.15,0.27,2.62
-7.13,0.3,2.64
-7.13,0.33,2.68
-7.14,0.37,2.73
-7.16,0.42,2.76
-7.19,0.46,2.77
-7.22,0.5,2.77
-7.24,0.53,2.76
-7.25,0.55,2.73
-7.27,0.55,2.71
-12.12,2.53,-9.26
-12.33,2.6,-9.92
-12.54,2.67,-10.57
-12.73,2.75,-11.22
-12.91,2.85,-11.84
-13.08,2.97,-12.43
-13.24,3.1,-12.96
-13.43,3.24,-13.45
-13.63,3.38,-13.88
-13.87,3.52,-14.27
-14.14,3.65,-14.61
-14.45,3.79,-14.9
-14.8,3.92,-15.15
-15.19,4.07,-15.34
-15.61,4.25,-15.46
-16.08,4.44,-15.53
-16.61,4.67,-15.5
-17.18,4.94,-15.38
-17.76,5.25,-15.19
-18.35,5.6,-14.91
-18.94,5.95,-14.59
-19.53,6.27,-14.22
-20.14,6.53,-13.85
-20.75,6.73,-13.47
-21.35,6.86,-13.11
-21.94,6.95,-12.75
-22.53,6.96,-12.42
-23.13,6.9,-12.09
-23.75,6.77,-11.76
-24.39,6.61,-11.43
-25.05,6.47,-11.08
-25.72,6.35,-10.72
-26.38,6.27,-10.32
-35.09,2.54,-3.3
-35.04,2.44,-3.39
-34.98,2.34,-3.47
-34.9,2.24,-3.54
-34.81,2.16,-3.61
-34.72,2.07,-3.67
