yaw,pitch,roll
-21.36,6.9,-29.49
-22.1,6.95,-30.56
-22.91,6.96,-31.48
-23.79,6.95,-32.26
-24.73,6.93,-32.91
-25.72,6.92,-33.45
-26.76,6.95,-33.88
-27.86,6.99,-34.2
-29.03,7.03,-34.45
-30.27,7.02,-34.59
-31.6,6.97,-34.62
-33.0,6.85,-34.51
-34.47,6.66,-34.24
-36.0,6.43,-33.82
-37.57,6.15,-33.24
-39.14,5.86,-32.55
-40.7,5.56,-31.77
-42.23,5.24,-30.9
-43.71,4.93,-29.93
-45.16,4.62,-28.85
-46.52,4.34,-27.67
-36.89,3.95,9.74
-35.75,3.82,9.62
-34.64,3.71,9.43
-33.55,3.63,9.13
-32.48,3.54,8.73
-31.43,3.45,8.24
-30.39,3.35,7.69
-29.38,3.25,7.08
-28.41,3.13,6.41
-27.5,3.02,5.67
-26.65,2.9,4.85
-25.9,2.78,3.96
-25.21,2.68,3.03
-24.6,2.62,2.07
-24.05,2.63,1.12
-23.54,2.7,0.18
-23.09,2.85,-0.75
-22.68,3.03,-1.65
-22.34,3.25,-2.54
-22.07,3.49,-3.41
-21.86,3.78,-4.29
-21.71,4.11,-5.17
-21.6,4.49,-6.05
-21.55,4.9,-6.95
-21.56,5.32,-7.86
-21.63,5.71,-8.8
-21.77,6.07,-9.75
-21.98,6.39,-10.72
-22.23,6.67,-11.71
-22.55,6.9,-12.67
-22.93,7.1,-13.59
-23.36,7.24,-14.45
-23.85,7.34,-15.25
-24.39,7.4,-15.98
-24.98,7.43,-16.61
-25.64,7.44,-17.15
-26.33,7.45,-17.61
-27.08,7.44,-18.02
-55.19,1.17,-2.49
-55.21,1.25,-1.42
-55.12,1.29,-0.38
-54.95,1.27,0.67
-54.68,1.22,1.73
-54.34,1.14,2.8
-53.95,1.07,3.87
-53.49,0.99,4.89
-52.97,0.92,5.89
-52.38,0.85,6.86
-51.73,0.77,7.8
-51.03,0.7,8.72
-50.27,0.62,9.61
-49.49,0.56,10.41
-48.67,0.5,11.1
-47.82,0.43,11.63
-46.92,0.32,11.99
-46.01,0.16,12.23
-45.09,-0.07,12.37
-44.18,-0.34,12.46
-43.27,-0.61,12.5
-42.35,-0.88,12.51
-41.42,-1.11,12.51
-40.46,-1.29,12.5
-39.51,-1.44,12.44
-38.56,-1.53,12.32
-37.64,-1.61,12.11
-36.74,-1.67,11.81
-35.87,-1.72,11.43
-35.05,-1.78,10.98
-34.26,-1.85,10.45
-33.55,-1.94,9.82
-32.89,-2.04,9.08
-32.28,-2.16,8.22
-31.73,-2.27,7.28
-31.24,-2.39,6.28
-33.65,1.36,-7.37
-33.7,1.28,-7.25
-33.75,1.2,-7.12
-33.78,1.1,-6.99
-33.81,1.01,-6.85
